Country,Region,Subregion,Indicator,Dimension,Category,Sex,Year
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2020
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2020
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2020
Thailand,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2020
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2020
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Rape,Total,2020
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Austria,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Belize,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Bermuda,Americas,Northern America,Persons prosecuted,by selected crime,Rape,Total,2021
Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Chile,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Cyprus,Asia,Western Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Algeria,Africa,Northern Africa,Persons prosecuted,by selected crime,Rape,Total,2021
Ecuador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Finland,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
France,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2021
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
United Kingdom (Scotland),Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Greece,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Grenada,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Guatemala,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Honduras,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Hungary,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Indonesia,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Israel,Asia,Western Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Japan,Asia,Eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Kyrgyzstan,Asia,Central Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Saint Lucia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Rape,Total,2021
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
North Macedonia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Malta,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Mongolia,Asia,Eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Rape,Total,2021
Panama,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Romania,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
El Salvador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Suriname,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Thailand,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Rape,Total,2021
Uruguay,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Holy See,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2021
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2021
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Austria,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Belize,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Chile,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Cyprus,Asia,Western Asia,Persons prosecuted,by selected crime,Rape,Total,2022
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Ecuador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Finland,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
France,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2022
United Kingdom (Scotland),Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Greece,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Grenada,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Guatemala,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Honduras,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Hungary,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Indonesia,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2022
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Israel,Asia,Western Asia,Persons prosecuted,by selected crime,Rape,Total,2022
Japan,Asia,Eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2022
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Saint Lucia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2022
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Rape,Total,2022
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
North Macedonia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Myanmar,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2022
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Rape,Total,2022
Panama,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Romania,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
El Salvador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Suriname,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Thailand,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2022
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Rape,Total,2022
Uruguay,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Holy See,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2022
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2022
Zimbabwe,Africa,Sub-Saharan Africa,Persons prosecuted,by selected crime,Rape,Total,2022
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Austria,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Algeria,Africa,Northern Africa,Persons prosecuted,by selected crime,Rape,Total,2023
Ecuador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Finland,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
France,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2023
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Greece,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Guatemala,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Honduras,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Hungary,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Japan,Asia,Eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2023
Saint Lucia,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Rape,Total,2023
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
North Macedonia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Rape,Total,2023
Panama,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Romania,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Thailand,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Rape,Total,2023
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Rape,Total,2023
Uruguay,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Rape,Total,2023
Holy See,Europe,Southern Europe,Persons prosecuted,by selected crime,Rape,Total,2023
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Armenia,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Azerbaijan,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Belize,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Canada,Americas,Northern America,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Dominican Republic,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
France,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
United Kingdom (England and Wales),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
United Kingdom (Scotland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Georgia,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Honduras,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Italy,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Kyrgyzstan,Asia,Central Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Monaco,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Maldives,Asia,Southern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Myanmar,Asia,South-eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Mongolia,Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Romania,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Uruguay,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2016
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Andorra,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Armenia,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Azerbaijan,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Canada,Americas,Northern America,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Chile,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
France,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
United Kingdom (Scotland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Honduras,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Italy,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Kenya,Africa,Sub-Saharan Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Kyrgyzstan,Asia,Central Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Maldives,Asia,Southern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Romania,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Slovakia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Slovenia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Sweden,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Türkiye,Asia,Western Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Uruguay,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2017
Albania,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Andorra,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Belgium,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Bosnia and Herzegovina,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Chile,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Czechia,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Djibouti,Africa,Sub-Saharan Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Dominica,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Denmark,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Estonia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
France,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Guyana,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Croatia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Iceland,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Italy,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Kenya,Africa,Sub-Saharan Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Kyrgyzstan,Asia,Central Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Liechtenstein,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Lithuania,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Luxembourg,Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Latvia,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Morocco,Africa,Northern Africa,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Mexico,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Montenegro,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Mongolia,Asia,Eastern Asia,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Nicaragua,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Netherlands (Kingdom of the),Europe,Western Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Norway,Europe,Northern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
New Zealand,Oceania,Australia and New Zealand,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Peru,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Poland,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Portugal,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Romania,Europe,Eastern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
El Salvador,Americas,Latin America and the Caribbean,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
Serbia,Europe,Southern Europe,Persons prosecuted,by selected crime,Drug trafficking,Total,2018
