Country,Region,Subregion,Indicator,Dimension,Category,Sex,Year,VALUE
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2004,6.47745306545466
Republic of Korea,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2004,3.11759155967539
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2004,2.42914192990468
Monaco,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2004,3.09525651938404
Republic of Moldova,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2004,5.56012790271111
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2004,3.86611772265244
North Macedonia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2004,1.58153495635563
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2004,7.55075374809388
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Rape,Total,2004,0.960154008702996
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2004,2.13691272912339
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2004,1.04535478633656
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2004,3.52131385250285
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2004,0.477036352507539
State of Palestine,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2004,0.0287755085891296
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2004,2.67249538533167
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2004,6.43269995346779
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2004,1.35787718038106
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2004,1.15372364305797
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2004,1.70117031066428
Syrian Arab Republic,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2004,0.163604762632803
Turkmenistan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2004,1.49250931759449
Türkiye,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2004,11.1469722754564
Uganda,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Rape,Total,2004,0.0147305153489208
Ukraine,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2004,1.33390284037207
Zimbabwe,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Rape,Total,2004,5.89524608649466
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.00775024958073
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2005,0.155545624151615
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2005,6.35640511291489
Austria,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2005,1.31239902957813
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2005,0.407107018431945
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2005,2.53409675922163
Canada,Americas,Northern America,Persons convicted,by selected crime,Rape,Total,2005,7.25951738913353
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2005,1.64158914979541
Colombia,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2005,9.09587716786952
Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2005,3.66090621509232
Cyprus,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2005,1.3511537646763
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.52721469842009
Germany,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2005,1.31632301911165
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.14400547129843
Finland,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.86806077373552
France,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2005,2.92251369540871
United Kingdom (England and Wales),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.48575810331256
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2005,0.802316934757935
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.04312849534973
Hungary,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.22197091788693
India,Asia,Southern Asia,Persons convicted,by selected crime,Rape,Total,2005,0.439603714329911
Israel,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2005,1.81326196017185
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2005,2.35818051882125
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2005,0.497993444084391
Kazakhstan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2005,4.84089654531265
Kyrgyzstan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2005,3.79312632139941
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2005,8.61382087559489
Republic of Korea,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2005,3.0573662213152
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2005,4.27419502911118
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2005,3.97359834108966
Republic of Moldova,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2005,6.0671875840271
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2005,3.76424098460976
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2005,8.38709853592467
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Rape,Total,2005,0.79540889983018
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2005,2.00416501930375
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.643910048703
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2005,12.4062682851889
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2005,3.11611633070797
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2005,0.628392276925621
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2005,2.12601594158406
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2005,6.56786925537628
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2005,0.955016976089956
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.05162291706676
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2005,4.93921744744232
Syrian Arab Republic,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2005,0.191345943846025
Türkiye,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2005,12.6194374256527
Ukraine,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2005,1.37856958107204
United States of America,Americas,Northern America,Persons convicted,by selected crime,Rape,Total,2005,0.134926451312406
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2005,1.77857616085443
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2006,0.885011301102642
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2006,0.121144466922071
Armenia,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2006,0.234084197410561
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2006,6.28929000205167
Austria,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2006,1.46313766728818
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2006,0.344377125093843
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,3.37683340457841
Canada,Americas,Northern America,Persons convicted,by selected crime,Rape,Total,2006,6.72178181798312
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2006,1.99237575297429
Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2006,2.86948063210493
Cyprus,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2006,0.948390486505352
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.32950481234646
Germany,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2006,1.28883059626554
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.08507343556319
Dominican Republic,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2006,1.9590667455646
Algeria,Africa,Northern Africa,Persons convicted,by selected crime,Rape,Total,2006,1.03201611396503
Finland,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.74697481403501
France,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2006,2.7558492800243
United Kingdom (England and Wales),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.59960396549052
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2006,0.662380674069745
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.69145928912369
Hungary,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.05473235022328
India,Asia,Southern Asia,Persons convicted,by selected crime,Rape,Total,2006,0.452732165915584
Israel,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2006,1.95791033398955
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2006,2.19217501426658
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2006,0.530480157395572
Kazakhstan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2006,4.89949043126103
Kyrgyzstan,Asia,Central Asia,Persons convicted,by selected crime,Rape,Total,2006,4.7515808234906
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2006,6.44212289423108
Republic of Korea,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2006,3.06833337785854
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2006,3.21119772170109
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2006,3.74036967470501
Republic of Moldova,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,4.89631479631904
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2006,3.59335038297596
North Macedonia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.48379812112866
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Rape,Total,2006,8.04718279930152
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Rape,Total,2006,0.870404314673315
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2006,1.6976022853122
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.75947013342362
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2006,10.7844684524407
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,2.40339362331604
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2006,0.408585230879161
Paraguay,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2006,2.41592073600208
State of Palestine,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2006,0.219472957639524
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,2.18200150624657
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,7.22122631384335
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2006,0.971856953040737
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.06010103320794
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.79720175686456
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Rape,Total,2006,4.69130807434688
Syrian Arab Republic,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2006,0.234251399365662
Türkiye,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2006,8.60157032980469
Ukraine,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2006,1.20561704596137
United States of America,Americas,Northern America,Persons convicted,by selected crime,Rape,Total,2006,0.12318807683225
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Rape,Total,2007,0.860104926184803
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Rape,Total,2007,0.0549769605302658
Armenia,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2007,0.235308433891272
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Rape,Total,2007,6.876788588406
Austria,Europe,Western Europe,Persons convicted,by selected crime,Rape,Total,2007,1.33784069137679
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Rape,Total,2007,0.305834247013146
Burkina Faso,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Rape,Total,2007,0.0134986408387273
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2007,3.44014568292032
Belarus,Europe,Eastern Europe,Persons convicted,by selected crime,Rape,Total,2007,2.56192178013619
